iu_ac,libelle,t_1h,q,k,etat_trafic,iu_nd_amont,libelle_nd_amont,iu_nd_aval,libelle_nd_aval,etat_barre,date_debut,date_fin,geo_point_2d.lon,geo_point_2d.lat,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type
6947,AE_Chapelle_bretelle_3,2023-02-01T16:00:00+00:00,,,Inconnu,3602,AE_Chapelle_bretelle_3_milieu,955,AE_Chapelle-Bretelle_3,Ouvert,2005-01-01,2019-06-01,2.361037580120939,48.901062955043656,Feature,"[[2.3620867494735704, 48.90104473742968], [2.362020991378511, 48.90109665529791], [2.3617975354315366, 48.90115258022456], [2.361500800311428, 48.901130602232406], [2.3606603695302537, 48.9010404502172], [2.359971711024389, 48.90092139907959]]",LineString
6948,AE_Clignancourt,2023-02-01T16:00:00+00:00,,,Inconnu,3603,AE_Clignancourt-1,922,AE_Clignancourt,Ouvert,2005-01-01,2019-06-01,2.342005350056629,48.901086952680984,Feature,"[[2.3429466047733527, 48.90117758579603], [2.341064095339905, 48.900996319565934]]",LineString
6949,AE_Asnieres,2023-02-01T16:00:00+00:00,,,Inconnu,3604,AE_Asnieres-1,2267,AE_Asnieres,Ouvert,2005-01-01,2019-06-01,2.2993670676139257,48.891026752364986,Feature,"[[2.2997940182192145, 48.89140020540478], [2.298940117008637, 48.890653299325194]]",LineString
6949,AE_Asnieres,2023-02-01T15:00:00+00:00,,,Inconnu,3604,AE_Asnieres-1,2267,AE_Asnieres,Ouvert,2005-01-01,2019-06-01,2.2993670676139257,48.891026752364986,Feature,"[[2.2997940182192145, 48.89140020540478], [2.298940117008637, 48.890653299325194]]",LineString
6950,AE_Champerret,2023-02-01T16:00:00+00:00,,,Inconnu,3605,AE_Champerret-1,2744,AE_Champerret,Ouvert,2005-01-01,2019-06-01,2.286640566165306,48.88511101700539,Feature,"[[2.287164326439121, 48.88553940586389], [2.2861168058914916, 48.8846826281469]]",LineString
6950,AE_Champerret,2023-02-01T15:00:00+00:00,,,Inconnu,3605,AE_Champerret-1,2744,AE_Champerret,Ouvert,2005-01-01,2019-06-01,2.286640566165306,48.88511101700539,Feature,"[[2.287164326439121, 48.88553940586389], [2.2861168058914916, 48.8846826281469]]",LineString
6951,AE_Dauphine,2023-02-01T16:00:00+00:00,,,Inconnu,3606,AE_Dauphine-1,2797,AE_Dauphine,Ouvert,2005-01-01,2019-06-01,2.271898357735229,48.87037256517205,Feature,"[[2.272167025655926, 48.87072502162922], [2.271629689814532, 48.87002010871487]]",LineString
6952,AE_Muette,2023-02-01T16:00:00+00:00,,,Inconnu,3607,AE_Muette-1,2440,AE_Muette,Ouvert,2005-01-01,2019-06-01,2.263959128136495,48.861633781663535,Feature,"[[2.263995133440189, 48.86191890556832], [2.2639231228328014, 48.861348657758754]]",LineString
6953,AE_Passy,2023-02-01T15:00:00+00:00,,,Inconnu,3608,AE_Passy-1,2445,AE_Passy,Barré,2005-01-01,2019-06-01,2.2617818053225514,48.859350253213464,Feature,"[[2.2613626430264144, 48.85926015977553], [2.2614401654146046, 48.85938941732795], [2.261485314167501, 48.85946017864888], [2.26160547436675, 48.859504673902705], [2.261741977859229, 48.85951162274022], [2.261840628999594, 48.85948980131511], [2.261949136770147, 48.85946302218298], [2.262008828437616, 48.85940108280159], [2.262040090940253, 48.85933985844013], [2.2620416456804007, 48.85926666028759], [2.26191021369019, 48.85897007779258]]",LineString
6954,AE_Auteuil_bretelle_9,2023-02-01T16:00:00+00:00,,,Inconnu,3609,AE_Auteuil-1,2462,AE_Auteuil,Ouvert,2005-01-01,2019-06-01,2.254356540098373,48.84640781559123,Feature,"[[2.254383201115076, 48.84711684493891], [2.2541225103070808, 48.846988777708354], [2.2540521856979168, 48.84671907719255], [2.2542422873920365, 48.846393890276666], [2.254854363322154, 48.84565520263919]]",LineString
6956,AE_Vanves,2023-02-01T16:00:00+00:00,,,Inconnu,3611,AE_Vanves-1,653,AE_Vanves,Ouvert,2005-01-01,2019-06-01,2.3064437145320333,48.824169995420284,Feature,"[[2.305709219450554, 48.82430971807825], [2.306535821876311, 48.824128297411484], [2.307185931232646, 48.82408438041071]]",LineString
6957,AE_Chatillon,2023-02-01T15:00:00+00:00,,,Inconnu,3612,AE_Chatillon-1,437,AE_Chatillon,Ouvert,2005-01-01,2019-06-01,2.315902341524647,48.822074648521976,Feature,"[[2.3153897865720294, 48.82215570507384], [2.316414896477265, 48.821993591970106]]",LineString
533,Beaubourg,2023-02-01T23:00:00+00:00,,,Inconnu,322,Pl_Arts_et_Metiers,3389,Beaubourg-Chapon,Invalide,2005-01-01,2019-06-01,2.3553700135010276,48.8646993287577,Feature,"[[2.356045203226418, 48.8654759112725], [2.3556154346650637, 48.86522608973955], [2.354845605160111, 48.863777595125825]]",LineString
533,Beaubourg,2023-02-01T18:00:00+00:00,,,Inconnu,322,Pl_Arts_et_Metiers,3389,Beaubourg-Chapon,Invalide,2005-01-01,2019-06-01,2.3553700135010276,48.8646993287577,Feature,"[[2.356045203226418, 48.8654759112725], [2.3556154346650637, 48.86522608973955], [2.354845605160111, 48.863777595125825]]",LineString
534,Beaubourg,2023-02-01T22:00:00+00:00,,,Inconnu,321,Beaubourg-Grenier_St_Lazare,45,Beaubourg-Rambuteau,Invalide,2005-01-01,2019-06-01,2.3538450149686088,48.8619355697406,Feature,"[[2.354264431339018, 48.86268403122074], [2.3534255985981996, 48.86118710826047]]",LineString
