Identifiant arc,Libelle,Date et heure de comptage,Debit horaire,Taux d'occupation,Etat trafic,Identifiant noeud amont,Libelle noeud amont,Identifiant noeud aval,Libelle noeud aval,Etat arc,Date debut dispo data,Date fin dispo data,geo_point_2d,Unnamed: 14
6532,Tolbiac,2023-11-06T06:00:00+01:00,28.0,0.24611,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-11-06T08:00:00+01:00,153.0,2.36,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-11-06T03:00:00+01:00,16.0,0.08389,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-11-06T07:00:00+01:00,61.0,0.84444,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-11-06T01:00:00+01:00,53.0,0.64278,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-11-06T05:00:00+01:00,21.0,0.21167,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6997,Bd_Poniatowski,2023-09-07T22:00:00+02:00,553.0,4.61667,Fluide,3627,Poniatowski-Baron-Leroy,565,Bd_Poniatowski-Pte_Charenton,Invalide,42628.0,44927.0,48.8312014843489,2.39669356571775
6532,Tolbiac,2023-11-06T04:00:00+01:00,10.0,0.14833,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6997,Bd_Poniatowski,2023-09-07T21:00:00+02:00,539.0,4.10278,Fluide,3627,Poniatowski-Baron-Leroy,565,Bd_Poniatowski-Pte_Charenton,Invalide,42628.0,44927.0,48.8312014843489,2.39669356571775
6532,Tolbiac,2023-11-06T02:00:00+01:00,32.0,0.30389,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6997,Bd_Poniatowski,2023-09-07T19:00:00+02:00,596.0,4.45333,Fluide,3627,Poniatowski-Baron-Leroy,565,Bd_Poniatowski-Pte_Charenton,Invalide,42628.0,44927.0,48.8312014843489,2.39669356571775
6997,Bd_Poniatowski,2023-09-07T16:00:00+02:00,557.0,4.21111,Fluide,3627,Poniatowski-Baron-Leroy,565,Bd_Poniatowski-Pte_Charenton,Invalide,42628.0,44927.0,48.8312014843489,2.39669356571775
6717,Bd_Mortier,2023-07-18T19:00:00+02:00,168.0,3.18833,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6717,Bd_Mortier,2023-07-18T17:00:00+02:00,134.0,2.59444,Fluide,734,Bd_Mortier-Tourelles,3479,Bd_Mortier-Caserne,Invalide,40674.0,44927.0,48.8747344689754,2.40774733726525
6670,Aubervilliers,2023-08-10T00:00:00+02:00,400.0,3.76667,Fluide,3457,Aubervilliers-face_191,926,Aubervilliers-Crimee,Invalide,39883.0,44927.0,48.8961171586239,2.37088614829351
6670,Aubervilliers,2023-08-09T21:00:00+02:00,595.0,12.76834,Fluide,3457,Aubervilliers-face_191,926,Aubervilliers-Crimee,Invalide,39883.0,44927.0,48.8961171586239,2.37088614829351
6542,St_Martin,2023-11-06T07:00:00+01:00,364.0,3.27611,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6670,Aubervilliers,2023-08-09T20:00:00+02:00,733.0,36.77833,Satur�,3457,Aubervilliers-face_191,926,Aubervilliers-Crimee,Invalide,39883.0,44927.0,48.8961171586239,2.37088614829351
6542,St_Martin,2023-11-06T08:00:00+01:00,590.0,5.13444,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6542,St_Martin,2023-11-06T06:00:00+01:00,186.0,0.81556,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6670,Aubervilliers,2023-08-09T18:00:00+02:00,678.0,18.37556,Pr�-satur�,3457,Aubervilliers-face_191,926,Aubervilliers-Crimee,Invalide,39883.0,44927.0,48.8961171586239,2.37088614829351
6542,St_Martin,2023-11-06T02:00:00+01:00,161.0,0.66778,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6542,St_Martin,2023-11-06T05:00:00+01:00,100.0,0.51556,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6542,St_Martin,2023-11-06T01:00:00+01:00,227.0,0.98834,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6542,St_Martin,2023-11-06T04:00:00+01:00,89.0,0.305,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6543,St_Martin,2023-11-06T08:00:00+01:00,590.0,6.32556,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6542,St_Martin,2023-11-06T03:00:00+01:00,115.0,0.41778,Fluide,317,St_Martin-Ste_Apolline,3392,St_Martin-ND_Nazareth,Invalide,38112.0,44927.0,48.8682846593019,2.35516291120302
6543,St_Martin,2023-11-06T07:00:00+01:00,364.0,3.16,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6543,St_Martin,2023-11-06T06:00:00+01:00,186.0,1.42111,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6543,St_Martin,2023-11-06T03:00:00+01:00,115.0,0.71556,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6543,St_Martin,2023-11-06T05:00:00+01:00,100.0,0.90667,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6674,Crimee,2023-08-10T00:00:00+02:00,181.0,1.21667,Fluide,3458,Crimee-Curial,3336,Crimee-Archereau,Invalide,39883.0,44927.0,48.8929392097196,2.3741800977092
6543,St_Martin,2023-11-06T01:00:00+01:00,227.0,1.78278,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6543,St_Martin,2023-11-06T04:00:00+01:00,89.0,0.71722,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6674,Crimee,2023-08-09T21:00:00+02:00,287.0,1.51111,Fluide,3458,Crimee-Curial,3336,Crimee-Archereau,Invalide,39883.0,44927.0,48.8929392097196,2.3741800977092
6543,St_Martin,2023-11-06T02:00:00+01:00,161.0,1.23667,Fluide,3392,St_Martin-ND_Nazareth,318,Reaumur-St_Martin,Invalide,38112.0,44927.0,48.8669254454983,2.35435370036991
6674,Crimee,2023-08-09T18:00:00+02:00,348.0,3.555,Fluide,3458,Crimee-Curial,3336,Crimee-Archereau,Invalide,39883.0,44927.0,48.8929392097196,2.3741800977092
6555,Quai_Henri_IV,2023-11-06T06:00:00+01:00,546.0,3.19111,Fluide,3397,Quai_Henri_IV-Agrippa_d'Aubigne,263,Quai_Henri_IV-Schomberg,Invalide,38705.0,44927.0,48.8492843547415,2.36193183585675
6555,Quai_Henri_IV,2023-11-06T02:00:00+01:00,637.0,3.56667,Fluide,3397,Quai_Henri_IV-Agrippa_d'Aubigne,263,Quai_Henri_IV-Schomberg,Invalide,38705.0,44927.0,48.8492843547415,2.36193183585675
6555,Quai_Henri_IV,2023-11-06T05:00:00+01:00,264.0,1.85889,Fluide,3397,Quai_Henri_IV-Agrippa_d'Aubigne,263,Quai_Henri_IV-Schomberg,Invalide,38705.0,44927.0,48.8492843547415,2.36193183585675
6555,Quai_Henri_IV,2023-11-06T01:00:00+01:00,923.0,5.33945,Fluide,3397,Quai_Henri_IV-Agrippa_d'Aubigne,263,Quai_Henri_IV-Schomberg,Invalide,38705.0,44927.0,48.8492843547415,2.36193183585675
6555,Quai_Henri_IV,2023-11-06T04:00:00+01:00,285.0,2.00945,Fluide,3397,Quai_Henri_IV-Agrippa_d'Aubigne,263,Quai_Henri_IV-Schomberg,Invalide,38705.0,44927.0,48.8492843547415,2.36193183585675
6555,Quai_Henri_IV,2023-11-06T03:00:00+01:00,371.0,2.37389,Fluide,3397,Quai_Henri_IV-Agrippa_d'Aubigne,263,Quai_Henri_IV-Schomberg,Invalide,38705.0,44927.0,48.8492843547415,2.36193183585675
6556,Av_Jean_Jaures,2023-11-06T06:00:00+01:00,240.0,7.73778,Fluide,3398,Jaures_face_188,2580,Jaures-Hainant,Invalide,38741.0,44927.0,48.888019615156,2.38994883703183
6556,Av_Jean_Jaures,2023-11-06T05:00:00+01:00,128.0,3.14889,Fluide,3398,Jaures_face_188,2580,Jaures-Hainant,Invalide,38741.0,44927.0,48.888019615156,2.38994883703183
6556,Av_Jean_Jaures,2023-11-06T02:00:00+01:00,138.0,4.08778,Fluide,3398,Jaures_face_188,2580,Jaures-Hainant,Invalide,38741.0,44927.0,48.888019615156,2.38994883703183
6556,Av_Jean_Jaures,2023-11-06T04:00:00+01:00,71.0,1.98333,Fluide,3398,Jaures_face_188,2580,Jaures-Hainant,Invalide,38741.0,44927.0,48.888019615156,2.38994883703183
6556,Av_Jean_Jaures,2023-11-06T01:00:00+01:00,206.0,5.96,Fluide,3398,Jaures_face_188,2580,Jaures-Hainant,Invalide,38741.0,44927.0,48.888019615156,2.38994883703183
6556,Av_Jean_Jaures,2023-11-06T03:00:00+01:00,86.0,2.44723,Fluide,3398,Jaures_face_188,2580,Jaures-Hainant,Invalide,38741.0,44927.0,48.888019615156,2.38994883703183
6557,Bd_Magenta,2023-11-06T04:00:00+01:00,244.0,1.7,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6710,Bd_Poniatowski-Pt_National,2023-08-09T23:00:00+02:00,96.0,0.75667,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6557,Bd_Magenta,2023-11-06T06:00:00+01:00,750.0,3.76389,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6710,Bd_Poniatowski-Pt_National,2023-08-09T22:00:00+02:00,101.0,0.63278,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6557,Bd_Magenta,2023-11-06T05:00:00+01:00,237.0,1.40278,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2023-11-06T03:00:00+01:00,463.0,2.12944,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2023-11-06T02:00:00+01:00,567.0,2.89667,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2023-11-06T01:00:00+01:00,1001.0,4.67944,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6568,Av_Pdt_Wilson,2023-11-06T08:00:00+01:00,270.0,2.06556,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-11-06T07:00:00+01:00,114.0,1.08778,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-09T00:00:00+01:00,273.0,2.54222,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6568,Av_Pdt_Wilson,2023-11-06T06:00:00+01:00,48.0,0.43722,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-08T22:00:00+01:00,287.0,3.50222,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6568,Av_Pdt_Wilson,2023-11-06T05:00:00+01:00,30.0,0.30723,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-08T20:00:00+01:00,578.0,6.50834,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6568,Av_Pdt_Wilson,2023-11-06T04:00:00+01:00,21.0,0.21333,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-08T19:00:00+01:00,535.0,17.54611,Pr�-satur�,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6568,Av_Pdt_Wilson,2023-11-06T02:00:00+01:00,86.0,0.64111,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-08T17:00:00+01:00,473.0,9.94167,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6568,Av_Pdt_Wilson,2023-11-06T03:00:00+01:00,48.0,0.42556,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-08T15:00:00+01:00,404.0,4.575,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6568,Av_Pdt_Wilson,2023-11-06T01:00:00+01:00,114.0,1.05555,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
7050,Bd_Bessieres,2023-03-08T12:00:00+01:00,286.0,3.05889,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
7050,Bd_Bessieres,2023-03-08T11:00:00+01:00,232.0,2.81222,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
7050,Bd_Bessieres,2023-03-08T10:00:00+01:00,231.0,2.43,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T08:00:00+01:00,270.0,2.06556,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7050,Bd_Bessieres,2023-03-08T05:00:00+01:00,219.0,2.51167,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T06:00:00+01:00,48.0,0.43722,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7050,Bd_Bessieres,2023-03-08T04:00:00+01:00,145.0,1.78778,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T02:00:00+01:00,86.0,0.64111,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-11-06T07:00:00+01:00,114.0,1.08778,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7050,Bd_Bessieres,2023-03-08T03:00:00+01:00,198.0,2.26945,Fluide,2018,Bd_Bessieres-Dr_Brousse,3641,Bd_Bessieres_face_67,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T05:00:00+01:00,30.0,0.30723,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7051,Bd_Bessieres,2023-03-08T23:00:00+01:00,582.0,4.09556,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T04:00:00+01:00,21.0,0.21333,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7051,Bd_Bessieres,2023-03-08T20:00:00+01:00,455.0,1.93611,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T03:00:00+01:00,48.0,0.42556,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7051,Bd_Bessieres,2023-03-08T14:00:00+01:00,424.0,2.69222,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6570,Av_Pdt_Wilson,2023-11-06T01:00:00+01:00,114.0,1.05555,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
7051,Bd_Bessieres,2023-03-08T13:00:00+01:00,548.0,3.30889,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
7051,Bd_Bessieres,2023-03-08T09:00:00+01:00,590.0,3.42833,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6572,Bd_Kellermann,2023-11-06T06:00:00+01:00,27.0,0.03056,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
7051,Bd_Bessieres,2023-03-08T07:00:00+01:00,126.0,0.60167,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6572,Bd_Kellermann,2023-11-06T05:00:00+01:00,11.0,0.02333,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
7051,Bd_Bessieres,2023-03-08T06:00:00+01:00,66.0,0.24056,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6572,Bd_Kellermann,2023-11-06T04:00:00+01:00,9.0,0.01167,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-11-06T08:00:00+01:00,399.0,2.78833,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
7051,Bd_Bessieres,2023-03-08T05:00:00+01:00,42.0,0.18667,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6572,Bd_Kellermann,2023-11-06T02:00:00+01:00,28.0,0.05944,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-11-06T07:00:00+01:00,42.0,0.12834,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
7051,Bd_Bessieres,2023-03-08T04:00:00+01:00,27.0,0.10389,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6572,Bd_Kellermann,2023-11-06T01:00:00+01:00,42.0,0.07667,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-11-06T03:00:00+01:00,14.0,0.02278,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
7051,Bd_Bessieres,2023-03-08T03:00:00+01:00,42.0,0.18445,Fluide,3641,Bd_Bessieres_face_67,2018,Bd_Bessieres-Dr_Brousse,Invalide,,,,
6575,Bd_Morland,2023-11-06T08:00:00+01:00,1004.0,13.99833,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T05:00:00+01:00,130.0,2.255,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T07:00:00+01:00,774.0,9.4,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T03:00:00+01:00,97.0,1.27778,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T06:00:00+01:00,326.0,4.32722,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T01:00:00+01:00,221.0,2.97222,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T04:00:00+01:00,76.0,1.14056,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6575,Bd_Morland,2023-11-06T02:00:00+01:00,164.0,2.03,Fluide,3407,Bd_Morland-Crillon,267,Bd_Morland-Schomberg,Invalide,39035.0,44927.0,48.8489525171348,2.36446428452366
6757,Quai_Tuileries,2023-07-19T00:00:00+02:00,1391.0,6.75556,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-07-18T23:00:00+02:00,1351.0,7.025,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-07-18T22:00:00+02:00,1387.0,6.49778,Fluide,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-07-18T20:00:00+02:00,1547.0,22.59667,Pr�-satur�,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6757,Quai_Tuileries,2023-07-18T19:00:00+02:00,1647.0,15.02445,Pr�-satur�,132,Tuileries-Sedar_Senghor,3500,Quai_Tuileries-face_28,Invalide,41156.0,44927.0,48.8621065457127,2.32609027210752
6996,Belleville,2023-03-09T23:00:00+01:00,212.0,16.51778,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T22:00:00+01:00,300.0,9.55222,Fluide,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T21:00:00+01:00,367.0,14.66945,Fluide,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T20:00:00+01:00,364.0,17.60889,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T19:00:00+01:00,346.0,16.00833,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T17:00:00+01:00,362.0,16.62834,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T14:00:00+01:00,363.0,25.25222,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T13:00:00+01:00,384.0,30.25722,Satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T11:00:00+01:00,396.0,27.29889,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T09:00:00+01:00,417.0,25.24556,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T08:00:00+01:00,371.0,19.92722,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
6996,Belleville,2023-03-09T06:00:00+01:00,124.0,22.35445,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,38353.0,43617.0,48.8761648476179,2.40305031137545
