Identifiant arc,Libelle,Date et heure de comptage,Debit horaire,Taux d'occupation,Etat trafic,Identifiant noeud amont,Libelle noeud amont,Identifiant noeud aval,Libelle noeud aval,Etat arc,Date debut dispo data,Date fin dispo data,geo_point_2d,Unnamed: 14
6716,Bd_Mortier,2023-06-15T06:00:00+02:00,27.0,0.52556,Fluide,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,Invalide,40674.0,44927.0,48.8747943820258,2.40804816504004
6716,Bd_Mortier,2023-06-15T05:00:00+02:00,30.0,0.63945,Fluide,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,Invalide,40674.0,44927.0,48.8747943820258,2.40804816504004
6716,Bd_Mortier,2023-06-15T04:00:00+02:00,53.0,0.92,Fluide,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,Invalide,40674.0,44927.0,48.8747943820258,2.40804816504004
6716,Bd_Mortier,2023-06-15T03:00:00+02:00,68.0,1.235,Fluide,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,Invalide,40674.0,44927.0,48.8747943820258,2.40804816504004
6716,Bd_Mortier,2023-06-15T02:00:00+02:00,86.0,1.56389,Fluide,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,Invalide,40674.0,44927.0,48.8747943820258,2.40804816504004
6716,Bd_Mortier,2023-06-15T01:00:00+02:00,147.0,2.70722,Fluide,3479,Bd_Mortier-Caserne,734,Bd_Mortier-Tourelles,Invalide,40674.0,44927.0,48.8747943820258,2.40804816504004
6718,Bd_d'Indochine,2024-01-04T11:00:00+01:00,202.0,2.07222,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6718,Bd_d'Indochine,2024-01-04T10:00:00+01:00,219.0,2.68056,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6718,Bd_d'Indochine,2024-01-04T08:00:00+01:00,129.0,1.185,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6718,Bd_d'Indochine,2024-01-04T07:00:00+01:00,73.0,0.58556,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6718,Bd_d'Indochine,2024-01-04T06:00:00+01:00,35.0,0.20333,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6718,Bd_d'Indochine,2024-01-04T04:00:00+01:00,17.0,0.15,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6718,Bd_d'Indochine,2024-01-04T02:00:00+01:00,51.0,0.67778,Fluide,3480,Bd_Indochine-Marchais,798,Bd_Indochine-Av_Pte_Chaumont,Invalide,40674.0,44927.0,48.8853424769338,2.39675932111111
6572,Bd_Kellermann,2023-07-24T00:00:00+02:00,69.0,0.20834,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T22:00:00+02:00,109.0,0.345,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T20:00:00+02:00,290.0,1.61778,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T18:00:00+02:00,198.0,0.93889,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T16:00:00+02:00,199.0,0.95722,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T13:00:00+02:00,140.0,0.67667,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T10:00:00+02:00,50.0,0.14667,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T09:00:00+02:00,30.0,0.13778,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
6572,Bd_Kellermann,2023-07-23T02:00:00+02:00,61.0,0.20111,Fluide,3405,Bd_Kellermann-Cacheux,2244,Bd_Kellermann-Thomire,Invalide,39041.0,44927.0,48.8198922370794,2.34714097051523
7257,Bd_Magenta,2023-05-08T23:00:00+02:00,206.0,12.50444,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T22:00:00+02:00,226.0,6.96056,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T20:00:00+02:00,307.0,17.29111,Pr�-satur�,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T18:00:00+02:00,279.0,16.12334,Pr�-satur�,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T15:00:00+02:00,177.0,7.03722,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T14:00:00+02:00,221.0,6.81778,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T12:00:00+02:00,233.0,6.19667,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T11:00:00+02:00,214.0,5.85334,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T09:00:00+02:00,183.0,10.94,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T08:00:00+02:00,58.0,6.31056,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T06:00:00+02:00,137.0,13.51556,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-05-08T01:00:00+02:00,210.0,6.01278,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
6996,Belleville,2024-01-04T09:00:00+01:00,344.0,18.68722,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,42627.0,44927.0,48.8761648476179,2.40305031137545
6996,Belleville,2024-01-04T08:00:00+01:00,317.0,20.26445,Pr�-satur�,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,42627.0,44927.0,48.8761648476179,2.40305031137545
6996,Belleville,2024-01-04T06:00:00+01:00,128.0,12.69111,Fluide,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,42627.0,44927.0,48.8761648476179,2.40305031137545
6996,Belleville,2024-01-04T04:00:00+01:00,59.0,5.97722,Fluide,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,42627.0,44927.0,48.8761648476179,2.40305031137545
6710,Bd_Poniatowski-Pt_National,2024-02-09T00:00:00+01:00,92.0,0.77889,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6996,Belleville,2024-01-04T03:00:00+01:00,61.0,4.43889,Fluide,3626,Belleville-Dury Vasselon,810,Belleville-Haxo,Invalide,42627.0,44927.0,48.8761648476179,2.40305031137545
6710,Bd_Poniatowski-Pt_National,2024-02-08T22:00:00+01:00,125.0,0.77778,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6710,Bd_Poniatowski-Pt_National,2024-02-08T21:00:00+01:00,163.0,1.49278,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6710,Bd_Poniatowski-Pt_National,2024-02-08T20:00:00+01:00,229.0,2.44445,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6710,Bd_Poniatowski-Pt_National,2024-02-08T18:00:00+01:00,320.0,3.19334,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6710,Bd_Poniatowski-Pt_National,2024-02-08T17:00:00+01:00,256.0,2.56667,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6710,Bd_Poniatowski-Pt_National,2024-02-08T15:00:00+01:00,252.0,2.40055,Fluide,499,Pt_National_Centre,500,Bd_Poniatowski-Echangeur_Bercy,Invalide,40674.0,44927.0,48.8288475120466,2.38905833603578
6532,Tolbiac,2023-06-17T20:00:00+02:00,310.0,3.75112,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T19:00:00+02:00,271.0,3.15278,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T15:00:00+02:00,223.0,2.74111,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T14:00:00+02:00,231.0,2.54778,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T10:00:00+02:00,149.0,1.78389,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T07:00:00+02:00,62.0,0.81333,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T06:00:00+02:00,43.0,0.39389,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T05:00:00+02:00,49.0,0.48445,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T04:00:00+02:00,63.0,0.67611,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T03:00:00+02:00,79.0,0.84778,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T02:00:00+02:00,76.0,0.93611,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
6532,Tolbiac,2023-06-17T01:00:00+02:00,93.0,0.89611,Fluide,2626,Alesia-Sante-Glaciere-Tolbiac,3386,Tolbiac-Wurtz,Invalide,37708.0,44927.0,48.8262465326126,2.34283196501946
7257,Bd_Magenta,2023-06-18T00:00:00+02:00,181.0,3.94945,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T21:00:00+02:00,155.0,4.41667,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T20:00:00+02:00,223.0,8.83167,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T19:00:00+02:00,199.0,11.76,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T13:00:00+02:00,224.0,11.99778,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T10:00:00+02:00,200.0,8.22445,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T07:00:00+02:00,175.0,7.98556,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T06:00:00+02:00,145.0,9.565,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T04:00:00+02:00,187.0,7.63111,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
7257,Bd_Magenta,2023-06-17T03:00:00+02:00,252.0,10.04945,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
6557,Bd_Magenta,2024-01-04T13:00:00+01:00,947.0,24.51445,Pr�-satur�,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
7257,Bd_Magenta,2023-06-17T02:00:00+02:00,197.0,5.82,Fluide,827,Bd_Magenta-Rue_Fbg_St_Denis,3399,Bd_Magenta-St_Laurent,Invalide,,,,
6557,Bd_Magenta,2024-01-04T09:00:00+01:00,818.0,13.98278,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2024-01-04T08:00:00+01:00,698.0,10.75389,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6811,Alain,2023-07-07T00:00:00+02:00,806.0,30.04722,Satur�,3017,Bd_Pasteur-Catalogne,3149,Vercingetorix-Pernety,Invalide,41645.0,44927.0,48.8367354294429,2.3165327541667
6557,Bd_Magenta,2024-01-04T07:00:00+01:00,579.0,6.06945,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6811,Alain,2023-07-06T23:00:00+02:00,661.0,23.97278,Pr�-satur�,3017,Bd_Pasteur-Catalogne,3149,Vercingetorix-Pernety,Invalide,41645.0,44927.0,48.8367354294429,2.3165327541667
6557,Bd_Magenta,2024-01-04T05:00:00+01:00,196.0,1.71611,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6811,Alain,2023-07-06T19:00:00+02:00,796.0,16.83222,Pr�-satur�,3017,Bd_Pasteur-Catalogne,3149,Vercingetorix-Pernety,Invalide,41645.0,44927.0,48.8367354294429,2.3165327541667
6557,Bd_Magenta,2024-01-04T04:00:00+01:00,242.0,2.02056,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2024-01-04T03:00:00+01:00,332.0,2.84278,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2024-01-04T02:00:00+01:00,499.0,4.84889,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6557,Bd_Magenta,2024-01-04T01:00:00+01:00,502.0,5.01834,Fluide,3399,Bd_Magenta-St_Laurent,827,Bd_Magenta-Rue_Fbg_St_Denis,Invalide,38743.0,44927.0,48.8761956665731,2.35615646760914
6568,Av_Pdt_Wilson,2023-06-18T00:00:00+02:00,687.0,5.91611,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T21:00:00+02:00,642.0,4.82556,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T17:00:00+02:00,682.0,6.065,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T16:00:00+02:00,615.0,5.17278,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T15:00:00+02:00,575.0,4.96222,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T14:00:00+02:00,539.0,5.21611,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T09:00:00+02:00,242.0,2.32833,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T05:00:00+02:00,127.0,1.02889,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T04:00:00+02:00,195.0,1.435,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T03:00:00+02:00,329.0,2.53889,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T02:00:00+02:00,488.0,3.5,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6568,Av_Pdt_Wilson,2023-06-17T01:00:00+02:00,666.0,4.89778,Fluide,2461,Pl_d'Iena,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,Invalide,38993.0,44927.0,48.8643742410947,2.29215381501923
6570,Av_Pdt_Wilson,2023-06-17T23:00:00+02:00,693.0,6.19444,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T21:00:00+02:00,642.0,4.82556,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T20:00:00+02:00,739.0,5.57778,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T18:00:00+02:00,780.0,5.78056,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T17:00:00+02:00,682.0,6.065,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T16:00:00+02:00,615.0,5.17278,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T11:00:00+02:00,466.0,4.53723,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T10:00:00+02:00,346.0,3.47833,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T07:00:00+02:00,116.0,1.105,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T05:00:00+02:00,127.0,1.02889,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T02:00:00+02:00,488.0,3.5,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6570,Av_Pdt_Wilson,2023-06-17T01:00:00+02:00,666.0,4.89778,Fluide,3403,Av_Pdt_Wilson-Av_Albert_de_Mun,3404,Av_Pdt_Wilson-Trocadero,Invalide,38993.0,44927.0,48.863586477888,2.28921548474145
6582,Bd_des_Invalides,2023-06-17T23:00:00+02:00,331.0,2.43111,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T18:00:00+02:00,713.0,6.54111,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T17:00:00+02:00,674.0,6.52889,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T13:00:00+02:00,646.0,5.73445,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T12:00:00+02:00,634.0,5.64778,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T08:00:00+02:00,175.0,1.11111,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T07:00:00+02:00,126.0,0.96111,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T06:00:00+02:00,81.0,0.48389,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T05:00:00+02:00,64.0,0.55667,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T03:00:00+02:00,101.0,0.72722,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T02:00:00+02:00,194.0,1.37333,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6582,Bd_des_Invalides,2023-06-17T01:00:00+02:00,288.0,2.32,Fluide,3366,Bd_des_Invalides-Tourville,3411,Bd_des_Invalides-face_6,Invalide,39062.0,44927.0,48.8543359346473,2.31488726646234
6584,Bd_des_Invalides,2023-06-18T00:00:00+02:00,385.0,2.38056,Fluide,3411,Bd_des_Invalides-face_6,3412,Bd_des_Invalides-Varenne,Invalide,39062.0,44927.0,48.8555176690218,2.31502366508132
6584,Bd_des_Invalides,2023-06-17T23:00:00+02:00,331.0,1.90722,Fluide,3411,Bd_des_Invalides-face_6,3412,Bd_des_Invalides-Varenne,Invalide,39062.0,44927.0,48.8555176690218,2.31502366508132
6584,Bd_des_Invalides,2023-06-17T22:00:00+02:00,449.0,2.58445,Fluide,3411,Bd_des_Invalides-face_6,3412,Bd_des_Invalides-Varenne,Invalide,39062.0,44927.0,48.8555176690218,2.31502366508132
6584,Bd_des_Invalides,2023-06-17T20:00:00+02:00,730.0,4.59389,Fluide,3411,Bd_des_Invalides-face_6,3412,Bd_des_Invalides-Varenne,Invalide,39062.0,44927.0,48.8555176690218,2.31502366508132
6512,Belleville,2023-04-07T00:00:00+02:00,357.0,25.07222,Pr�-satur�,3376,Belleville-Rampal,678,Fbg_Temple-Belleville,Invalide,37687.0,44927.0,48.8724947328372,2.37841967804897
6584,Bd_des_Invalides,2023-06-17T19:00:00+02:00,782.0,5.23,Fluide,3411,Bd_des_Invalides-face_6,3412,Bd_des_Invalides-Varenne,Invalide,39062.0,44927.0,48.8555176690218,2.31502366508132
